PFAM	GCount	GProp	Icount	Iprop	Enrichment
Zn_peptidase	2530	0.00019928	7	0.310011452	8.84082E-05
ATP-synt_A	3867	0.000304591	15	0.434627604	8.7742E-05
P-II	6272	0.000494025	31	0.553803712	8.73041E-05
Peptidase_M75	1971	0.000155249	4	0.227391164	8.72848E-05
ThiS	7555	0.000595083	40	0.5932336	8.63989E-05
MttA_Hcf106	6849	0.000539474	35	0.57258649	8.6103E-05
GlnD_UR_UTase	3056	0.000240711	10	0.36664593	8.54091E-05
MOSC	2888	0.000227478	9	0.349176927	8.43252E-05
PE_PPE_C	1977	0.000155722	4	0.226701055	8.37259E-05
DUF59	3719	0.000292934	14	0.42179563	8.27128E-05
QRPTase_C	4037	0.000317981	16	0.444080243	8.25797E-05
EPSP_synthase	8268	0.000651244	45	0.609834885	8.1872E-05
ALAD	3562	0.000280567	13	0.408930643	8.08485E-05
Ribosomal_S4	3884	0.00030593	15	0.432725269	8.04703E-05
DUF2133	1983	0.000156195	4	0.226015121	8.03091E-05
Lyase_1	4356	0.000343108	18	0.463004117	7.98679E-05
NifU_N	3565	0.000280804	13	0.408586522	7.95703E-05
Glucosamine_iso	4361	0.000343502	18	0.46247327	7.79628E-05
Na_Pi_cotrans	1988	0.000156588	4	0.225446672	7.75663E-05
PTS_EIIA_1	3572	0.000281355	13	0.40778582	7.66631E-05
Glycos_transf_3	5722	0.000450703	27	0.528708301	7.62648E-05
CheR	4980	0.000392259	22	0.49498673	7.53142E-05
Peptidase_M20	6888	0.000542546	35	0.569344493	7.40736E-05
DUF820	5136	0.000404546	23	0.501768091	7.35052E-05
FG-GAP	1577	0.000124215	2	0.142101454	7.29743E-05
5_3_exonuc	4989	0.000392967	22	0.49409379	7.22965E-05
MarC	4377	0.000344762	18	0.460782712	7.21548E-05
Ada_Zn_binding	2563	0.000201879	7	0.306019888	7.20171E-05
THF_DHG_CYH	4074	0.000320896	16	0.440047113	6.85971E-05
YiaAB	1348	0.000106178	1	0.083120917	6.84925E-05
MS_channel	11054	0.000870688	65	0.658861476	6.80567E-05
UxaC	1350	0.000106335	1	0.082997775	6.73751E-05
MCPsignal	11062	0.000871318	65	0.65838499	6.64043E-05
Bmp	2577	0.000202982	7	0.304357382	6.59934E-05
ATP-synt_B	5010	0.000394622	22	0.492022738	6.56987E-05
GMC_oxred_C	5166	0.000406909	23	0.498854222	6.42381E-05
FxsA	2016	0.000158794	4	0.222315469	6.38204E-05
FdhD-NarQ	3110	0.000244965	10	0.360279731	6.27205E-05
Iron_traffic	1597	0.000125791	2	0.140321849	6.25523E-05
Coprogen_oxidas	2218	0.000174705	5	0.252585654	6.0975E-05
CobU	2591	0.000204085	7	0.302712842	6.04609E-05
PEPCK_ATP	2024	0.000159424	4	0.221436751	6.03522E-05
malic	4877	0.000384146	21	0.482466049	6.01766E-05
PhzC-PhzF	3941	0.00031042	15	0.426466618	6.00829E-05
DUF1212	2773	0.00021842	8	0.323251341	5.92518E-05
AAA_5	14825	0.001167717	93	0.702891781	5.74159E-05
DRTGG	1827	0.000143907	3	0.183985215	5.70489E-05
FAD_binding_4	7243	0.000570508	37	0.572378691	5.66461E-05
PRA-CH	3466	0.000273006	12	0.387929589	5.5981E-05
NrfD	3130	0.00024654	10	0.357977624	5.58996E-05
MoCF_biosynth	11656	0.000918105	69	0.66328438	5.58874E-05
PEP-utilizers	5353	0.000421639	24	0.502359034	5.45265E-05
LpxB	2608	0.000205424	7	0.300739637	5.43478E-05
Actin	3135	0.000246934	10	0.357406686	5.43101E-05
CHASE3	2236	0.000176122	5	0.250552317	5.40292E-05
2_5_RNA_ligase	2790	0.000219759	8	0.32128171	5.34276E-05
ACPS	6399	0.000504029	31	0.542812452	5.21182E-05
ATP_bind_2	2970	0.000233937	9	0.339536352	5.20275E-05
RNase_PH	3143	0.000247564	10	0.356496965	5.18576E-05
Toluene_X	2801	0.000220626	8	0.320019982	4.99597E-05
DHBP_synthase	4298	0.00033854	17	0.443182628	4.92482E-05
DUF1707	1629	0.000128311	2	0.137565373	4.88516E-05
DUF1732	2626	0.000206842	7	0.298678208	4.85316E-05
Dyp_perox	2809	0.000221256	8	0.319108569	4.75762E-05
TatC	3663	0.000288523	13	0.397655187	4.70428E-05
GTP_cyclohydro2	1855	0.000146112	3	0.18120808	4.64564E-05
FliB	5842	0.000460155	27	0.517848151	4.55966E-05
Ribosomal_L21p	3672	0.000289232	13	0.396680542	4.48048E-05
Ribosomal_L27	3676	0.000289547	13	0.396248898	4.38434E-05
Pyridoxal_deC	1644	0.000129493	2	0.136310214	4.34946E-05
Lum_binding	3678	0.000289704	13	0.396033429	4.33703E-05
FAD_binding_1	1868	0.000147136	3	0.179946996	4.22211E-05
Biotin_carb_C	1655	0.000130359	2	0.135404225	3.9939E-05
Ribonuclease_T2	1416	0.000111534	1	0.079129235	3.91055E-05
DUF2156	1880	0.000148082	3	0.178798398	3.865E-05
Poly_export	4667	0.000367605	19	0.456158759	3.75486E-05
HPPK	3869	0.000304749	14	0.405442736	3.75222E-05
dTDP_sugar_isom	3873	0.000305064	14	0.405023999	3.67287E-05
Ribosomal_S14	4357	0.000343187	17	0.437181303	3.66E-05
MscS_porin	1426	0.000112321	1	0.078574331	3.60045E-05
K_trans	2855	0.000224879	8	0.313967065	3.58732E-05
Ammonium_transp	5296	0.000417149	23	0.486608934	3.55075E-05
Isochorismatase	12880	0.001014516	77	0.669846173	3.54043E-05
Arginase	4844	0.000381546	20	0.462621785	3.38934E-05
EI24	1436	0.000113109	1	0.078027156	3.31477E-05
MbtH	1901	0.000149736	3	0.176823245	3.31024E-05
UPF0081	3561	0.000280488	12	0.377580442	3.30557E-05
Ribosomal_S18	3897	0.000306954	14	0.402529625	3.22976E-05
DUF177	3569	0.000281119	12	0.376734086	3.16087E-05
BBE	1444	0.000113739	1	0.077594873	3.10253E-05
ATP_synt_I	1911	0.000150523	3	0.175897953	3.07439E-05
Tol_Tol_Ttg2	2321	0.000182818	5	0.241376554	3.03901E-05
Aa_trans	1693	0.000133352	2	0.132365028	2.97272E-05
CAP	2517	0.000198256	6	0.267096534	2.96571E-05
FA_desaturase	5944	0.00046819	27	0.508961793	2.9183E-05
BPL_LplA_LipB	6248	0.000492135	29	0.520064483	2.84891E-05
AIRC	4572	0.000360122	18	0.441129906	2.75605E-05
Ribul_P_3_epim	4574	0.000360279	18	0.440937021	2.7285E-05
RNase_E_G	4255	0.000335153	16	0.421328305	2.71687E-05
BTAD	5662	0.000445977	25	0.49473241	2.6744E-05
Asp_Glu_race	7723	0.000608316	39	0.565820646	2.67398E-05
DMRL_synthase	3936	0.000310026	14	0.398541145	2.61785E-05
Fer4_5	2345	0.000184708	5	0.238906175	2.58009E-05
RrnaAD	4103	0.00032318	15	0.409628307	2.57506E-05
Channel_Tsx	1712	0.000134849	2	0.130896024	2.5637E-05
YCII	6569	0.000517419	31	0.528764939	2.56315E-05
PS_pyruv_trans	2349	0.000185023	5	0.238499353	2.51052E-05
GHMP_kinases_C	6575	0.000517892	31	0.528282416	2.49878E-05
GcpE	3441	0.000271036	11	0.35818569	2.49415E-05
DBI_PRT	2914	0.000229526	8	0.307610147	2.48987E-05
Bac_export_2	4593	0.000361776	18	0.439112983	2.47971E-05
EKR	1475	0.000116181	1	0.075964065	2.40011E-05
PAP2	10974	0.000864387	62	0.633033877	2.39745E-05
SpoA	3787	0.00029829	13	0.384634526	2.38719E-05
YscJ_FliF	3455	0.000272139	11	0.356734286	2.30055E-05
GSHPx	2162	0.000170294	4	0.207302491	2.28033E-05
PdxJ	2559	0.000201564	6	0.26271277	2.24774E-05
FliP	3461	0.000272612	11	0.35611585	2.22212E-05
Glyco_tran_WecB	2166	0.000170609	4	0.206919661	2.21633E-05
Peptidase_M14	1956	0.000154068	3	0.171851221	2.20229E-05
ApbE	3970	0.000312704	14	0.395127946	2.17734E-05
PTS_EIIA_2	7634	0.000601306	38	0.557739829	2.1519E-05
Sigma54_AID	2938	0.000231417	8	0.305097335	2.14414E-05
ABM	9205	0.000725048	49	0.596447889	2.12246E-05
SURF1	1961	0.000154462	3	0.171413049	2.12194E-05
Asn_synthase	13186	0.001038619	78	0.662798855	2.11285E-05
DUF404	1491	0.000117441	1	0.075148891	2.10192E-05
ABC2_membrane_2	5565	0.000438337	24	0.483221547	2.07353E-05
SecD_SecF	3646	0.000287184	12	0.368777826	2.0482E-05
Trp_Tyr_perm	2380	0.000187465	5	0.235392849	2.03023E-05
DUF1049	2575	0.000202824	6	0.26108038	2.02162E-05
AraC_E_bind	5263	0.00041455	22	0.468370495	2.01366E-05
YGGT	3305	0.000260324	10	0.339022681	2.00702E-05
DXP_redisom_C	3306	0.000260403	10	0.338920134	1.99514E-05
Cache_2	3134	0.000246855	9	0.321768655	1.94075E-05
MBOAT	1973	0.000155407	3	0.170370496	1.9407E-05
Amidohydro_3	4804	0.000378396	19	0.443150068	1.90669E-05
GspK	2586	0.000203691	6	0.259969829	1.87925E-05
TctB	2393	0.000188489	5	0.234114075	1.85679E-05
CxxC_CxxC_SSSS	2963	0.000233386	8	0.302523108	1.8339E-05
Cyto_ox_2	4823	0.000379892	19	0.441404298	1.7335E-05
HHH	4507	0.000355002	17	0.422631226	1.6971E-05
Rotamase	8560	0.000674244	44	0.575942504	1.67647E-05
CTP_transf_1	4671	0.00036792	18	0.431780332	1.6693E-05
NAD_binding_2	3693	0.000290886	12	0.364084472	1.56747E-05
ClpS	3170	0.000249691	9	0.3181145	1.5577E-05
LytR_cpsA_psr	3865	0.000304434	13	0.376872174	1.54679E-05
BiPBP_C	1531	0.000120592	1	0.073185497	1.50786E-05
PTS_EIIB	5480	0.000431642	23	0.47027024	1.49838E-05
Pyridox_oxidase	10006	0.00078814	54	0.604690965	1.4841E-05
Pyrophosphatase	3358	0.000264499	10	0.333671817	1.46336E-05
OSCP	3538	0.000278677	11	0.348365449	1.41968E-05
Glutaminase	2019	0.00015903	3	0.16648885	1.37683E-05
COX3	5038	0.000396827	20	0.444807448	1.30729E-05
Gate	3897	0.000306954	13	0.373777509	1.29253E-05
FliO	2242	0.000176595	4	0.199905435	1.28719E-05
DUF615	1552	0.000122246	1	0.07219523	1.26621E-05
FtsL	1552	0.000122246	1	0.07219523	1.26621E-05
OmpA	18945	0.001492236	120	0.709719691	1.21386E-05
SIMPL	3212	0.000252999	9	0.313954846	1.20349E-05
ATP-grasp_2	4079	0.00032129	14	0.384569244	1.19788E-05
LamB_YcsF	2460	0.000193766	5	0.227737797	1.16917E-05
ACCA	3217	0.000253393	9	0.313466884	1.16697E-05
DNA_photolyase	3036	0.000239136	8	0.295249002	1.15816E-05
PNPOx_C	2853	0.000224722	7	0.274913766	1.13347E-05
APH	20670	0.001628109	133	0.720960353	1.11981E-05
DUF808	1570	0.000123664	1	0.071367514	1.09E-05
Glyco_transf_8	2054	0.000161787	3	0.163651893	1.05925E-05
UPF0047	2867	0.000225824	7	0.27357132	1.03465E-05
3HCDH_N	7377	0.000581062	35	0.531604293	1.02408E-05
FAD_syn	3596	0.000283245	11	0.342746651	1.00953E-05
CreA	1581	0.00012453	1	0.070870965	9.94546E-06
DUF490	2683	0.000211331	6	0.250570994	9.82449E-06
MraZ	3062	0.000241184	8	0.292741989	9.82168E-06
PspA_IM30	3065	0.00024142	8	0.292455455	9.63628E-06
DUF2029	3431	0.000270249	10	0.326572417	9.43206E-06
PP_kinase	3252	0.00025615	9	0.310093163	9.39972E-06
Gly_kinase	3070	0.000241814	8	0.291979143	9.33488E-06
CobS	2694	0.000212198	6	0.249547876	9.1232E-06
Peptidase_M48	12795	0.001007821	73	0.639267739	8.57082E-06
Bvg_acc_factor	2300	0.000181164	4	0.194864341	8.47603E-06
Mur_ligase_M	2507	0.000197468	5	0.223468281	8.43312E-06
Bre5	1601	0.000126106	1	0.069985632	8.41797E-06
GFA	4484	0.00035319	16	0.39981087	8.07573E-06
UPF0061	2307	0.000181715	4	0.194273075	8.05781E-06
Bac_export_3	3460	0.000272533	10	0.323835249	7.91186E-06
PMT	3814	0.000300416	12	0.352533811	7.80319E-06
PTS_IIB	6543	0.000515371	29	0.496616673	7.72959E-06
Peptidase_M3	5304	0.000417779	21	0.443624985	7.64821E-06
FAD_binding_9	2315	0.000182345	4	0.193601721	7.60471E-06
DCD	1870	0.000147294	2	0.11983636	7.41875E-06
Phe_tRNA-synt_N	3664	0.000288601	11	0.336385633	6.7443E-06
DNA_pol3_chi	2118	0.000166828	3	0.158706794	6.54305E-06
YbaK	5977	0.000470789	25	0.46865901	6.15975E-06
peroxidase	2126	0.000167458	3	0.15810959	6.15947E-06
5-FTHF_cyc-lig	3857	0.000303803	12	0.348603566	6.07203E-06
PNTB	2555	0.000201249	5	0.219270051	6.02964E-06
CoA_binding	8100	0.000638011	39	0.539485537	5.86327E-06
Rnf-Nqr	4040	0.000318218	13	0.360547265	5.73251E-06
Ribosomal_S20p	3702	0.000291595	11	0.332932728	5.37423E-06
COX1	8276	0.000651874	40	0.541551456	5.1995E-06
FUR	9008	0.000709531	45	0.559737437	5.13736E-06
VWA_CoxE	3531	0.000278125	10	0.317323694	5.13009E-06
DoxX	7392	0.000582244	34	0.515367677	5.07639E-06
IGPS	3712	0.000292382	11	0.332035819	5.0615E-06
Ala_racemase_C	4573	0.0003602	16	0.392029727	4.98185E-06
PadR	8731	0.000687713	43	0.551829211	4.86682E-06
Histidinol_dh	3902	0.000307348	12	0.344583279	4.66266E-06
Oxidored_nitro	3549	0.000279543	10	0.315714275	4.59348E-06
RecO_C	3552	0.00027978	10	0.315447624	4.50955E-06
NDK	3737	0.000294351	11	0.329814546	4.35546E-06
PP-binding	10910	0.000859345	58	0.595666891	4.3395E-06
OsmC	8614	0.000678497	42	0.546316907	4.3263E-06
Metalloenzyme	2805	0.000220941	6	0.239672719	4.2975E-06
Arf	3002	0.000236458	7	0.261268812	4.25713E-06
Amidohydro_2	9059	0.000713548	45	0.556586249	4.19486E-06
HD	22499	0.001772174	144	0.717132648	4.08694E-06
AHS2	2402	0.000189198	4	0.186589502	4.04049E-06
SirA	4444	0.00035004	15	0.378196432	4.01612E-06
NusA_N	3574	0.000281512	10	0.313505865	3.93833E-06
CobA_CobO_BtuR	2824	0.000222437	6	0.23806019	3.77429E-06
Sigma70_r1_2	4795	0.000377687	17	0.39724691	3.68357E-06
DUF1328	2415	0.000190222	4	0.185585087	3.67447E-06
AHSA1	6706	0.00052821	29	0.484545614	3.6638E-06
UbiD	3224	0.000253944	8	0.278032249	3.47265E-06
PHO4	4470	0.000352087	15	0.375996632	3.47231E-06
Bac_Ubq_Cox	4980	0.000392259	18	0.404989143	3.31774E-06
cobW	9842	0.000775223	50	0.569228796	3.31178E-06
EndIII_4Fe-2S	3419	0.000269304	9	0.294946758	3.30194E-06
CSD	15004	0.001181817	87	0.649699325	3.29534E-06
CarD_TRCF	5315	0.000418645	20	0.421625574	3.18718E-06
DUF3831	2649	0.000208653	5	0.211489234	3.11005E-06
DUF525	1981	0.000156037	2	0.113121652	3.07754E-06
Aconitase	10152	0.00079964	52	0.573920784	3.03564E-06
GAD	3797	0.000299077	11	0.324602833	3.03094E-06
DUF328	2225	0.000175256	3	0.151074602	2.90648E-06
Prenyltransf	4672	0.000367998	16	0.38372259	2.89018E-06
FliH	2454	0.000193294	4	0.182635691	2.76169E-06
Glyco_transf_9	7838	0.000617374	36	0.514632797	2.68532E-06
Chorismate_synt	3821	0.000300968	11	0.322563978	2.61973E-06
SIS	7847	0.000618083	36	0.514042547	2.58183E-06
CbiQ	3826	0.000301362	11	0.322142436	2.54121E-06
Aldolase	4184	0.00032956	13	0.348138373	2.48657E-06
A2M	1747	0.000137606	1	0.064136804	2.48086E-06
ICL	4190	0.000330033	13	0.347639845	2.4007E-06
Cupin_2	20083	0.001581873	124	0.691820322	2.33294E-06
IPPT	3846	0.000302937	11	0.320467228	2.24956E-06
Queuosine_synth	3487	0.00027466	9	0.289195	2.14305E-06
TauE	13216	0.001040982	73	0.618903656	2.10129E-06
Bac_export_1	3501	0.000275762	9	0.288038551	1.95971E-06
Amidase	11552	0.000909914	61	0.591660905	1.95815E-06
ALMT	2716	0.000213931	5	0.206272084	1.93262E-06
Voltage_CLC	4228	0.000333026	13	0.344515362	1.92044E-06
Fe-ADH	6537	0.000514898	27	0.462791632	1.87577E-06
RHS	2283	0.000179825	3	0.147236526	1.86663E-06
DUF205	3130	0.00024654	7	0.250584337	1.81022E-06
DNA_pol3_delta	3515	0.000276865	9	0.286891313	1.79181E-06
Kdo	3706	0.00029191	10	0.302339439	1.73374E-06
DUF37	3889	0.000306324	11	0.316923877	1.72914E-06
DAP_epimerase	3708	0.000292067	10	0.302176365	1.71215E-06
AsmA	4248	0.000334601	13	0.34289335	1.70686E-06
4HB_MCP_2	8396	0.000661326	39	0.520466038	1.67746E-06
Oxidored_q4	3531	0.000278125	9	0.285591324	1.61717E-06
META	2063	0.000162496	2	0.108625299	1.60006E-06
MIP	4607	0.000362879	15	0.364815486	1.5998E-06
Flavodoxin_1	7961	0.000627062	36	0.506681556	1.56296E-06
Proteasome	4444	0.00035004	14	0.352983336	1.50974E-06
3HCDH	9607	0.000756712	47	0.548163716	1.49437E-06
AHS1	3163	0.000249139	7	0.247969957	1.44924E-06
DUF1949	2078	0.000163677	2	0.10784119	1.41913E-06
Methyltransf_4	2968	0.00023378	6	0.2265101	1.39892E-06
ThiG	2969	0.000233859	6	0.226433808	1.38924E-06
EIIA-man	5322	0.000419197	19	0.400017461	1.28678E-06
AlaDh_PNT_C	5654	0.000445347	21	0.416163233	1.27174E-06
FliJ	1828	0.000143986	1	0.061294856	1.25568E-06
DHquinase_II	3196	0.000251739	7	0.245409566	1.15935E-06
PHP	6164	0.000485518	24	0.436263451	1.1262E-06
HTH_8	7579	0.000596973	33	0.487867908	1.11205E-06
OstA	3961	0.000311995	11	0.31116308	1.10967E-06
ThiC	3205	0.000252448	7	0.244720429	1.09075E-06
CTP_transf_2	8500	0.000669518	39	0.514097983	1.06805E-06
Dus	8956	0.000705435	42	0.525454873	1.03751E-06
ROK	9406	0.00074088	45	0.536053033	1.01772E-06
DUF385	3217	0.000253393	7	0.243807576	1.00547E-06
ILVD_EDD	7447	0.000586576	32	0.481469569	1.00378E-06
dCMP_cyt_deam_1	13009	0.001024677	70	0.602912579	9.98088E-07
HpcH_HpaI	8967	0.000706302	42	0.524810287	9.89901E-07
Colicin_V	3424	0.000269697	8	0.261792047	9.35753E-07
SusD	5879	0.00046307	22	0.419294764	9.21735E-07
PPE	1865	0.0001469	1	0.060078818	9.194E-07
MMPL	9729	0.000766322	47	0.541289837	9.06757E-07
GCS2	3631	0.000286002	9	0.277725961	8.48428E-07
SKI	5062	0.000398717	17	0.376293745	8.45675E-07
TonB	7793	0.000613829	34	0.488848694	8.42532E-07
AhpC-TSA	28601	0.002252808	186	0.72867177	8.16574E-07
AIRS	14475	0.001140149	80	0.61925801	7.90122E-07
Bact_transglu_N	2854	0.0002248	5	0.196298171	7.18555E-07
Wzy_C	5430	0.000427704	19	0.392061313	7.16079E-07
Methyltransf_5	3661	0.000288365	9	0.275450141	6.98209E-07
Sua5_yciO_yrdC	4406	0.000347046	13	0.330597129	6.65834E-07
DUF519	1905	0.000150051	1	0.058817321	6.56089E-07
Glyoxalase_2	7226	0.000569169	30	0.465182658	6.54519E-07
ABC1	4595	0.000361933	14	0.341383666	6.22751E-07
Glyco_hydro_77	2436	0.000191876	3	0.137988912	5.75205E-07
Ribosomal_L9_C	3693	0.000290886	9	0.273063354	5.66791E-07
LYTB	3699	0.000291358	9	0.272620429	5.45017E-07
F420_oxidored	14167	0.001115889	77	0.60899405	5.37251E-07
Abhydrolase_3	15146	0.001193002	84	0.621414742	5.34003E-07
SPOR	6154	0.000484731	23	0.418765179	5.14834E-07
Cytochrom_B_N	10602	0.000835085	52	0.549560819	5.14619E-07
NTP_transf_3	4986	0.000392731	16	0.359557148	4.9068E-07
Fer2_BFD	6176	0.000486464	23	0.417273464	4.58878E-07
Nitro_FeMo-Co	2697	0.000212434	4	0.166180195	4.56079E-07
CBM_2	3333	0.00026253	7	0.235322224	4.55441E-07
tRNA-synt_1	3130	0.00024654	6	0.214786574	4.5034E-07
PBP_like	4473	0.000352324	13	0.325645194	4.44395E-07
DUF162	4110	0.000323731	11	0.299882472	4.381E-07
Nitroreductase	14380	0.001132666	78	0.607765348	4.1582E-07
MarR	26268	0.002069046	166	0.708078322	4.0623E-07
FliL	2934	0.000231102	5	0.190945801	4.02719E-07
DUF403	2243	0.000176674	2	0.099908155	3.76613E-07
Orn_Arg_deC_N	4861	0.000382885	15	0.34575292	3.67309E-07
PTS_EIIC	5722	0.000450703	20	0.391635778	3.63396E-07
DeoC	5563	0.00043818	19	0.382687925	3.44353E-07
AICARFT_IMPCHas	3969	0.000312625	10	0.282305357	3.25766E-07
GFO_IDH_MocA	18881	0.001487195	110	0.65278161	3.16347E-07
Cob_adeno_trans	2970	0.000233937	5	0.188631307	3.09965E-07
Ferritin	9840	0.000775065	46	0.523796934	3.04622E-07
Carb_kinase	6420	0.000505683	24	0.418867276	3.01671E-07
CN_hydrolase	14757	0.001162361	80	0.607424253	2.96102E-07
NIR_SIR	4173	0.000328694	11	0.29535513	2.94437E-07
IU_nuc_hydro	3794	0.000298841	9	0.26579414	2.922E-07
Mem_trans	4543	0.000357837	13	0.320627548	2.9037E-07
HisG	3609	0.000284269	8	0.248372394	2.71481E-07
CSS-motif	2996	0.000235985	5	0.186994319	2.56451E-07
Iso_dh	8978	0.000707168	40	0.499206933	2.50883E-07
CobD_Cbib	3628	0.000285766	8	0.247071656	2.38787E-07
TctC	14553	0.001146293	78	0.600540487	2.24506E-07
PhoU	4403	0.00034681	12	0.305374507	2.22833E-07
PNP_UDP_1	9917	0.00078113	46	0.519729941	2.18742E-07
DNA_binding_1	6646	0.000523484	25	0.421482833	2.17911E-07
NADHdh	4963	0.000390919	15	0.338646976	2.01037E-07
ATP-cone	7151	0.000563261	28	0.43872408	1.98062E-07
Flavin_Reduct	8572	0.000675189	37	0.483637291	1.95238E-07
tRNA-synt_1c	8882	0.000699606	39	0.491987486	1.9365E-07
Glyco_hydro_4	2577	0.000202982	3	0.130438878	1.92353E-07
60KD_IMP	4243	0.000334207	11	0.290482432	1.8878E-07
Glyco_hydro_3	7956	0.000626668	33	0.464749984	1.8837E-07
p450	14746	0.001161495	79	0.600278903	1.86365E-07
Pro_isomerase	7328	0.000577203	29	0.443417425	1.82342E-07
Aldolase_II	8286	0.000652661	35	0.473285647	1.73888E-07
Catalase	4272	0.000336492	11	0.288510524	1.56891E-07
SDH_alpha	5008	0.000394464	15	0.335604022	1.53784E-07
EFP	4663	0.000367289	13	0.312376357	1.39E-07
S4	6071	0.000478193	21	0.387578145	1.35052E-07
ANTAR	4485	0.000353269	12	0.299791294	1.3333E-07
Radical_SAM	41467	0.003266222	280	0.756581352	1.31005E-07
Mur_ligase_C	5739	0.000452042	19	0.370951895	1.28529E-07
GTP_cyclohydroI	6084	0.000479217	21	0.386749987	1.25722E-07
A_deaminase	3313	0.000260954	6	0.20292242	1.22767E-07
Peptidase_S11	4122	0.000324677	10	0.271826774	1.2065E-07
DUF58	5053	0.000398008	15	0.332615267	1.17494E-07
Abhydrolase_2	5927	0.000466851	20	0.378090083	1.17016E-07
FAD-oxidase_C	9758	0.000768606	44	0.505233432	1.1681E-07
Peptidase_M22	6942	0.000546799	26	0.419651671	1.09394E-07
Band_7	12617	0.0009938	63	0.559480127	1.00237E-07
YceG	3759	0.000296084	8	0.238461285	9.79983E-08
FKBP_C	12349	0.000972691	61	0.553475323	9.10866E-08
Phosphodiest	6648	0.000523641	24	0.404501791	9.03552E-08
FolB	3974	0.000313019	9	0.25375515	8.83221E-08
Rick_17kDa_Anti	5115	0.000402892	15	0.328583567	8.09312E-08
DctQ	6507	0.000512535	23	0.396047474	7.85226E-08
Shikimate_DH	3997	0.000314831	9	0.252294963	7.56971E-08
Thiolase_C	10160	0.00080027	46	0.507299392	7.55394E-08
FliS	2163	0.000170373	1	0.051801663	7.3701E-08
MCE	10318	0.000812716	47	0.510390465	7.34446E-08
Rrf2	7347	0.000578699	28	0.427019994	7.29239E-08
Arginosuc_synth	4401	0.000346653	11	0.280053842	6.84718E-08
Bac_transf	6710	0.000528525	24	0.400764219	6.47752E-08
Exo_endo_phos	13747	0.001082807	70	0.570545554	6.40328E-08
HlyD	35786	0.002818748	233	0.729529708	5.67265E-08
CheB_methylest	5534	0.000435895	17	0.344199302	5.60029E-08
GST_N	4434	0.000349252	11	0.277969544	5.53E-08
PIG-L	4435	0.000349331	11	0.277906868	5.49426E-08
FBPase_glpX	2501	0.000196996	2	0.089601756	4.6325E-08
Glyco_hydro_1	4659	0.000366974	12	0.288594968	4.4249E-08
DHHA1	4087	0.00032192	9	0.246739165	4.12771E-08
PQQ	5410	0.000426128	16	0.331377438	4.05034E-08
Cys_Met_Meta_PP	3899	0.000307112	8	0.229898941	3.74265E-08
Transketolase_C	9246	0.000728278	39	0.472618738	3.55636E-08
DUF179	2794	0.000220074	3	0.120308156	3.50307E-08
LpxC	2536	0.000199753	2	0.088365139	3.48012E-08
Cw-hydrolase	16500	0.001299652	88	0.59758398	3.28832E-08
UPF0126	3499	0.000275605	6	0.192135461	3.21508E-08
OTCace	8637	0.000680309	35	0.454051739	3.19959E-08
FAD_binding_6	14507	0.00114267	74	0.571550129	3.17164E-08
HSP70	8179	0.000644233	32	0.438379249	2.85966E-08
NAD-GH	11891	0.000936616	56	0.527679067	2.84734E-08
GCV_T	6867	0.000540891	24	0.39160156	2.76328E-08
ZapA	2825	0.000222516	3	0.118987961	2.74228E-08
CorA	6875	0.000541522	24	0.391145878	2.64498E-08
Oxidored_q2	5485	0.000432036	16	0.326846297	2.57753E-08
